"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births	Average Age of Mother	Average LMP Gestational Age
	"Missouri"	"29"	"2017"	"2017"	"June"	"6"	6226	28.10	38.48
	"Missouri"	"29"	"2017"	"2017"	"July"	"7"	6397	27.94	38.56
	"Missouri"	"29"	"2017"	"2017"	"August"	"8"	6679	27.94	38.53
	"Missouri"	"29"	"2017"	"2017"	"September"	"9"	6381	28.00	38.54
	"Missouri"	"29"	"2017"	"2017"	"October"	"10"	6206	28.11	38.53
	"Missouri"	"29"	"2017"	"2017"	"November"	"11"	6031	28.05	38.55
	"Missouri"	"29"	"2017"	"2017"	"December"	"12"	5953	28.23	38.44
"Total"	"Missouri"	"29"	"2017"	"2017"			73034	28.03	38.53
"Total"	"Missouri"	"29"					373456	27.71	38.61
	"Montana"	"30"	"2013"	"2013"	"January"	"1"	978	27.29	38.88
	"Montana"	"30"	"2013"	"2013"	"February"	"2"	854	27.36	38.70
	"Montana"	"30"	"2013"	"2013"	"March"	"3"	1012	27.24	38.71
	"Montana"	"30"	"2013"	"2013"	"April"	"4"	1002	27.42	38.84
	"Montana"	"30"	"2013"	"2013"	"May"	"5"	1153	27.67	38.74
	"Montana"	"30"	"2013"	"2013"	"June"	"6"	1019	27.52	38.82
	"Montana"	"30"	"2013"	"2013"	"July"	"7"	1130	27.65	38.85
	"Montana"	"30"	"2013"	"2013"	"August"	"8"	1055	27.61	38.82
	"Montana"	"30"	"2013"	"2013"	"September"	"9"	1078	27.44	38.72
	"Montana"	"30"	"2013"	"2013"	"October"	"10"	1066	27.55	38.87
	"Montana"	"30"	"2013"	"2013"	"November"	"11"	991	27.54	38.77
	"Montana"	"30"	"2013"	"2013"	"December"	"12"	1039	27.93	38.79
"Total"	"Montana"	"30"	"2013"	"2013"			12377	27.53	38.79
	"Montana"	"30"	"2014"	"2014"	"January"	"1"	992	27.49	38.67
	"Montana"	"30"	"2014"	"2014"	"February"	"2"	907	27.59	38.63
	"Montana"	"30"	"2014"	"2014"	"March"	"3"	962	28.04	38.72
	"Montana"	"30"	"2014"	"2014"	"April"	"4"	1075	27.84	38.73
	"Montana"	"30"	"2014"	"2014"	"May"	"5"	1093	27.89	38.72
	"Montana"	"30"	"2014"	"2014"	"June"	"6"	997	27.59	38.58
	"Montana"	"30"	"2014"	"2014"	"July"	"7"	1135	27.91	38.75
	"Montana"	"30"	"2014"	"2014"	"August"	"8"	1116	27.87	38.74
	"Montana"	"30"	"2014"	"2014"	"September"	"9"	1053	27.94	38.80
	"Montana"	"30"	"2014"	"2014"	"October"	"10"	1032	27.80	38.67
	"Montana"	"30"	"2014"	"2014"	"November"	"11"	996	27.89	38.57
	"Montana"	"30"	"2014"	"2014"	"December"	"12"	1074	28.04	38.76
"Total"	"Montana"	"30"	"2014"	"2014"			12432	27.83	38.70
	"Montana"	"30"	"2015"	"2015"	"January"	"1"	1000	27.59	38.80
	"Montana"	"30"	"2015"	"2015"	"February"	"2"	911	27.99	38.74
	"Montana"	"30"	"2015"	"2015"	"March"	"3"	1069	28.07	38.86
	"Montana"	"30"	"2015"	"2015"	"April"	"4"	1035	28.19	38.86
	"Montana"	"30"	"2015"	"2015"	"May"	"5"	1054	27.98	38.76
	"Montana"	"30"	"2015"	"2015"	"June"	"6"	1104	28.05	38.83
	"Montana"	"30"	"2015"	"2015"	"July"	"7"	1134	28.09	38.85
	"Montana"	"30"	"2015"	"2015"	"August"	"8"	1084	27.80	38.84
	"Montana"	"30"	"2015"	"2015"	"September"	"9"	1074	28.07	38.77
	"Montana"	"30"	"2015"	"2015"	"October"	"10"	1065	28.00	38.81
	"Montana"	"30"	"2015"	"2015"	"November"	"11"	979	28.00	38.79
	"Montana"	"30"	"2015"	"2015"	"December"	"12"	1074	28.06	38.71
"Total"	"Montana"	"30"	"2015"	"2015"			12583	27.99	38.80
	"Montana"	"30"	"2016"	"2016"	"January"	"1"	916	27.80	38.71
	"Montana"	"30"	"2016"	"2016"	"February"	"2"	969	27.94	38.85
	"Montana"	"30"	"2016"	"2016"	"March"	"3"	1025	28.27	38.66
	"Montana"	"30"	"2016"	"2016"	"April"	"4"	1007	28.14	38.66
	"Montana"	"30"	"2016"	"2016"	"May"	"5"	1103	27.95	38.75
	"Montana"	"30"	"2016"	"2016"	"June"	"6"	1088	28.21	38.76
	"Montana"	"30"	"2016"	"2016"	"July"	"7"	1101	28.07	38.75
	"Montana"	"30"	"2016"	"2016"	"August"	"8"	1126	28.07	38.69
	"Montana"	"30"	"2016"	"2016"	"September"	"9"	1075	27.98	38.78
	"Montana"	"30"	"2016"	"2016"	"October"	"10"	974	28.35	38.58
	"Montana"	"30"	"2016"	"2016"	"November"	"11"	963	28.71	38.76
	"Montana"	"30"	"2016"	"2016"	"December"	"12"	935	28.46	38.71
"Total"	"Montana"	"30"	"2016"	"2016"			12282	28.16	38.72
	"Montana"	"30"	"2017"	"2017"	"January"	"1"	967	28.09	38.58
	"Montana"	"30"	"2017"	"2017"	"February"	"2"	852	27.84	38.73
	"Montana"	"30"	"2017"	"2017"	"March"	"3"	1035	28.06	38.63
	"Montana"	"30"	"2017"	"2017"	"April"	"4"	956	28.33	38.92
	"Montana"	"30"	"2017"	"2017"	"May"	"5"	1082	28.60	38.71
	"Montana"	"30"	"2017"	"2017"	"June"	"6"	1053	28.30	38.77
	"Montana"	"30"	"2017"	"2017"	"July"	"7"	1015	28.45	38.77
	"Montana"	"30"	"2017"	"2017"	"August"	"8"	1040	28.49	38.68
	"Montana"	"30"	"2017"	"2017"	"September"	"9"	977	28.45	38.64
	"Montana"	"30"	"2017"	"2017"	"October"	"10"	959	28.37	38.56
	"Montana"	"30"	"2017"	"2017"	"November"	"11"	903	28.44	38.64
	"Montana"	"30"	"2017"	"2017"	"December"	"12"	960	28.79	38.61
"Total"	"Montana"	"30"	"2017"	"2017"			11799	28.36	38.69
"Total"	"Montana"	"30"					61473	27.97	38.74
	"Nebraska"	"31"	"2013"	"2013"	"January"	"1"	2111	27.69	38.70
	"Nebraska"	"31"	"2013"	"2013"	"February"	"2"	1920	27.94	38.71
	"Nebraska"	"31"	"2013"	"2013"	"March"	"3"	2109	27.91	38.63
	"Nebraska"	"31"	"2013"	"2013"	"April"	"4"	2051	28.04	38.72
	"Nebraska"	"31"	"2013"	"2013"	"May"	"5"	2262	27.91	38.59
	"Nebraska"	"31"	"2013"	"2013"	"June"	"6"	2218	28.13	38.64
	"Nebraska"	"31"	"2013"	"2013"	"July"	"7"	2380	27.99	38.71
	"Nebraska"	"31"	"2013"	"2013"	"August"	"8"	2277	27.84	38.76
	"Nebraska"	"31"	"2013"	"2013"	"September"	"9"	2297	28.07	38.81
	"Nebraska"	"31"	"2013"	"2013"	"October"	"10"	2152	28.13	38.71
	"Nebraska"	"31"	"2013"	"2013"	"November"	"11"	2168	28.14	38.69
	"Nebraska"	"31"	"2013"	"2013"	"December"	"12"	2150	28.12	38.62
"Total"	"Nebraska"	"31"	"2013"	"2013"			26095	27.99	38.69
	"Nebraska"	"31"	"2014"	"2014"	"January"	"1"	2076	27.95	38.60
	"Nebraska"	"31"	"2014"	"2014"	"February"	"2"	1965	28.08	38.71
	"Nebraska"	"31"	"2014"	"2014"	"March"	"3"	2205	27.99	38.72
	"Nebraska"	"31"	"2014"	"2014"	"April"	"4"	2235	28.38	38.73
	"Nebraska"	"31"	"2014"	"2014"	"May"	"5"	2346	28.59	38.69
	"Nebraska"	"31"	"2014"	"2014"	"June"	"6"	2219	28.37	38.69
	"Nebraska"	"31"	"2014"	"2014"	"July"	"7"	2382	28.28	38.70
	"Nebraska"	"31"	"2014"	"2014"	"August"	"8"	2413	28.15	38.73
	"Nebraska"	"31"	"2014"	"2014"	"September"	"9"	2302	28.25	38.68
	"Nebraska"	"31"	"2014"	"2014"	"October"	"10"	2397	28.40	38.57
	"Nebraska"	"31"	"2014"	"2014"	"November"	"11"	2086	28.15	38.66
	"Nebraska"	"31"	"2014"	"2014"	"December"	"12"	2168	28.39	38.66
"Total"	"Nebraska"	"31"	"2014"	"2014"			26794	28.25	38.68
	"Nebraska"	"31"	"2015"	"2015"	"January"	"1"	2158	28.23	38.64
	"Nebraska"	"31"	"2015"	"2015"	"February"	"2"	1988	28.25	38.65
	"Nebraska"	"31"	"2015"	"2015"	"March"	"3"	2247	28.27	38.47
	"Nebraska"	"31"	"2015"	"2015"	"April"	"4"	2217	28.31	38.71
	"Nebraska"	"31"	"2015"	"2015"	"May"	"5"	2271	28.28	38.61
	"Nebraska"	"31"	"2015"	"2015"	"June"	"6"	2240	28.47	38.69
	"Nebraska"	"31"	"2015"	"2015"	"July"	"7"	2385	28.33	38.64
	"Nebraska"	"31"	"2015"	"2015"	"August"	"8"	2378	28.43	38.60
	"Nebraska"	"31"	"2015"	"2015"	"September"	"9"	2286	28.38	38.70
	"Nebraska"	"31"	"2015"	"2015"	"October"	"10"	2212	28.62	38.67
	"Nebraska"	"31"	"2015"	"2015"	"November"	"11"	2054	28.72	38.53
	"Nebraska"	"31"	"2015"	"2015"	"December"	"12"	2243	28.36	38.64
"Total"	"Nebraska"	"31"	"2015"	"2015"			26679	28.39	38.63
	"Nebraska"	"31"	"2016"	"2016"	"January"	"1"	2069	28.36	38.57
	"Nebraska"	"31"	"2016"	"2016"	"February"	"2"	2021	28.47	38.63
	"Nebraska"	"31"	"2016"	"2016"	"March"	"3"	2249	28.46	38.66
	"Nebraska"	"31"	"2016"	"2016"	"April"	"4"	2223	28.69	38.67
	"Nebraska"	"31"	"2016"	"2016"	"May"	"5"	2268	28.75	38.58
	"Nebraska"	"31"	"2016"	"2016"	"June"	"6"	2176	28.71	38.72
	"Nebraska"	"31"	"2016"	"2016"	"July"	"7"	2309	28.60	38.56
	"Nebraska"	"31"	"2016"	"2016"	"August"	"8"	2367	28.60	38.66
	"Nebraska"	"31"	"2016"	"2016"	"September"	"9"	2366	28.49	38.68
	"Nebraska"	"31"	"2016"	"2016"	"October"	"10"	2242	28.75	38.62
	"Nebraska"	"31"	"2016"	"2016"	"November"	"11"	2169	28.77	38.60
	"Nebraska"	"31"	"2016"	"2016"	"December"	"12"	2130	28.67	38.54
"Total"	"Nebraska"	"31"	"2016"	"2016"			26589	28.61	38.62
	"Nebraska"	"31"	"2017"	"2017"	"January"	"1"	2047	28.56	38.54
	"Nebraska"	"31"	"2017"	"2017"	"February"	"2"	1892	28.36	38.51
	"Nebraska"	"31"	"2017"	"2017"	"March"	"3"	2133	28.63	38.61
	"Nebraska"	"31"	"2017"	"2017"	"April"	"4"	2097	28.43	38.66
	"Nebraska"	"31"	"2017"	"2017"	"May"	"5"	2210	28.62	38.69
	"Nebraska"	"31"	"2017"	"2017"	"June"	"6"	2323	28.75	38.61
	"Nebraska"	"31"	"2017"	"2017"	"July"	"7"	2178	28.60	38.79
	"Nebraska"	"31"	"2017"	"2017"	"August"	"8"	2343	28.72	38.57
	"Nebraska"	"31"	"2017"	"2017"	"September"	"9"	2172	28.67	38.67
	"Nebraska"	"31"	"2017"	"2017"	"October"	"10"	2242	28.43	38.61
	"Nebraska"	"31"	"2017"	"2017"	"November"	"11"	2052	28.78	38.64
	"Nebraska"	"31"	"2017"	"2017"	"December"	"12"	2132	28.80	38.58
"Total"	"Nebraska"	"31"	"2017"	"2017"			25821	28.62	38.62
"Total"	"Nebraska"	"31"					131978	28.37	38.65
	"Nevada"	"32"	"2013"	"2013"	"January"	"1"	2931	27.84	38.64
	"Nevada"	"32"	"2013"	"2013"	"February"	"2"	2556	27.86	38.63
	"Nevada"	"32"	"2013"	"2013"	"March"	"3"	2911	27.71	38.55
	"Nevada"	"32"	"2013"	"2013"	"April"	"4"	2773	28.05	38.60
	"Nevada"	"32"	"2013"	"2013"	"May"	"5"	2862	28.23	38.45
	"Nevada"	"32"	"2013"	"2013"	"June"	"6"	2942	27.98	38.51
	"Nevada"	"32"	"2013"	"2013"	"July"	"7"	3196	27.83	38.58
	"Nevada"	"32"	"2013"	"2013"	"August"	"8"	3156	27.86	38.78
	"Nevada"	"32"	"2013"	"2013"	"September"	"9"	3037	27.94	38.68
	"Nevada"	"32"	"2013"	"2013"	"October"	"10"	2944	28.09	38.77
	"Nevada"	"32"	"2013"	"2013"	"November"	"11"	2778	27.99	38.68
	"Nevada"	"32"	"2013"	"2013"	"December"	"12"	2944	28.14	38.62
"Total"	"Nevada"	"32"	"2013"	"2013"			35030	27.96	38.63
	"Nevada"	"32"	"2014"	"2014"	"January"	"1"	2929	28.12	38.65
	"Nevada"	"32"	"2014"	"2014"	"February"	"2"	2675	28.10	38.74
	"Nevada"	"32"	"2014"	"2014"	"March"	"3"	2889	27.88	38.61
	"Nevada"	"32"	"2014"	"2014"	"April"	"4"	2813	28.04	38.61
	"Nevada"	"32"	"2014"	"2014"	"May"	"5"	3003	28.13	38.52
	"Nevada"	"32"	"2014"	"2014"	"June"	"6"	2861	28.18	38.63
	"Nevada"	"32"	"2014"	"2014"	"July"	"7"	3239	27.96	38.61
	"Nevada"	"32"	"2014"	"2014"	"August"	"8"	3178	27.89	38.65
	"Nevada"	"32"	"2014"	"2014"	"September"	"9"	3149	28.17	38.62
	"Nevada"	"32"	"2014"	"2014"	"October"	"10"	3064	28.33	38.49
	"Nevada"	"32"	"2014"	"2014"	"November"	"11"	2958	28.14	38.58
	"Nevada"	"32"	"2014"	"2014"	"December"	"12"	3103	28.26	38.62
"Total"	"Nevada"	"32"	"2014"	"2014"			35861	28.10	38.61
	"Nevada"	"32"	"2015"	"2015"	"January"	"1"	3109	27.82	38.79
	"Nevada"	"32"	"2015"	"2015"	"February"	"2"	2599	28.10	38.69
	"Nevada"	"32"	"2015"	"2015"	"March"	"3"	3002	28.13	38.57
	"Nevada"	"32"	"2015"	"2015"	"April"	"4"	2864	28.22	38.56
	"Nevada"	"32"	"2015"	"2015"	"May"	"5"	2981	28.10	38.60
	"Nevada"	"32"	"2015"	"2015"	"June"	"6"	2984	28.22	38.60
	"Nevada"	"32"	"2015"	"2015"	"July"	"7"	3185	28.30	38.64
	"Nevada"	"32"	"2015"	"2015"	"August"	"8"	3304	28.23	38.60
	"Nevada"	"32"	"2015"	"2015"	"September"	"9"	3147	28.11	38.75
	"Nevada"	"32"	"2015"	"2015"	"October"	"10"	3117	28.50	38.60
	"Nevada"	"32"	"2015"	"2015"	"November"	"11"	2948	28.39	38.58
	"Nevada"	"32"	"2015"	"2015"	"December"	"12"	3058	28.41	38.69
"Total"	"Nevada"	"32"	"2015"	"2015"			36298	28.21	38.64
	"Nevada"	"32"	"2016"	"2016"	"January"	"1"	2910	28.23	38.70
	"Nevada"	"32"	"2016"	"2016"	"February"	"2"	2824	28.39	38.64
	"Nevada"	"32"	"2016"	"2016"	"March"	"3"	2919	28.22	38.54
	"Nevada"	"32"	"2016"	"2016"	"April"	"4"	2873	28.38	38.57
	"Nevada"	"32"	"2016"	"2016"	"May"	"5"	2979	28.48	38.53
	"Nevada"	"32"	"2016"	"2016"	"June"	"6"	3078	28.43	38.60
	"Nevada"	"32"	"2016"	"2016"	"July"	"7"	3150	28.29	38.59
	"Nevada"	"32"	"2016"	"2016"	"August"	"8"	3295	28.41	38.65
	"Nevada"	"32"	"2016"	"2016"	"September"	"9"	3256	28.40	38.73
	"Nevada"	"32"	"2016"	"2016"	"October"	"10"	3052	28.47	38.54
	"Nevada"	"32"	"2016"	"2016"	"November"	"11"	2904	28.64	38.68
	"Nevada"	"32"	"2016"	"2016"	"December"	"12"	3020	28.55	38.61
"Total"	"Nevada"	"32"	"2016"	"2016"			36260	28.41	38.62
	"Nevada"	"32"	"2017"	"2017"	"January"	"1"	2986	28.21	38.50
	"Nevada"	"32"	"2017"	"2017"	"February"	"2"	2668	28.18	38.52
	"Nevada"	"32"	"2017"	"2017"	"March"	"3"	2873	28.40	38.55
	"Nevada"	"32"	"2017"	"2017"	"April"	"4"	2768	28.47	38.50
	"Nevada"	"32"	"2017"	"2017"	"May"	"5"	3025	28.70	38.58
	"Nevada"	"32"	"2017"	"2017"	"June"	"6"	3058	28.57	38.56
	"Nevada"	"32"	"2017"	"2017"	"July"	"7"	3102	28.58	38.50
	"Nevada"	"32"	"2017"	"2017"	"August"	"8"	3148	28.57	38.73
	"Nevada"	"32"	"2017"	"2017"	"September"	"9"	3162	28.52	38.66
	"Nevada"	"32"	"2017"	"2017"	"October"	"10"	3085	28.82	38.55
	"Nevada"	"32"	"2017"	"2017"	"November"	"11"	2948	28.74	38.58
	"Nevada"	"32"	"2017"	"2017"	"December"	"12"	2933	28.38	38.68
"Total"	"Nevada"	"32"	"2017"	"2017"			35756	28.52	38.58
"Total"	"Nevada"	"32"					179205	28.24	38.61
	"New Hampshire"	"33"	"2013"	"2013"	"January"	"1"	953	28.78	38.99
	"New Hampshire"	"33"	"2013"	"2013"	"February"	"2"	951	29.22	38.96
	"New Hampshire"	"33"	"2013"	"2013"	"March"	"3"	990	28.97	38.82
	"New Hampshire"	"33"	"2013"	"2013"	"April"	"4"	1084	29.21	39.00
	"New Hampshire"	"33"	"2013"	"2013"	"May"	"5"	1102	29.16	39.00
	"New Hampshire"	"33"	"2013"	"2013"	"June"	"6"	1103	29.13	39.03
	"New Hampshire"	"33"	"2013"	"2013"	"July"	"7"	1102	29.35	39.06
	"New Hampshire"	"33"	"2013"	"2013"	"August"	"8"	1095	28.79	39.07
	"New Hampshire"	"33"	"2013"	"2013"	"September"	"9"	1015	29.01	39.06
	"New Hampshire"	"33"	"2013"	"2013"	"October"	"10"	1054	28.98	39.06
	"New Hampshire"	"33"	"2013"	"2013"	"November"	"11"	955	29.21	39.02
	"New Hampshire"	"33"	"2013"	"2013"	"December"	"12"	992	29.23	38.91
"Total"	"New Hampshire"	"33"	"2013"	"2013"			12396	29.09	39.00
	"New Hampshire"	"33"	"2014"	"2014"	"January"	"1"	972	29.14	38.89
	"New Hampshire"	"33"	"2014"	"2014"	"February"	"2"	886	28.83	39.01
	"New Hampshire"	"33"	"2014"	"2014"	"March"	"3"	949	29.25	39.10
	"New Hampshire"	"33"	"2014"	"2014"	"April"	"4"	1001	29.17	39.02
	"New Hampshire"	"33"	"2014"	"2014"	"May"	"5"	1098	29.29	38.89
	"New Hampshire"	"33"	"2014"	"2014"	"June"	"6"	1098	28.78	39.17
	"New Hampshire"	"33"	"2014"	"2014"	"July"	"7"	1132	29.16	39.15
	"New Hampshire"	"33"	"2014"	"2014"	"August"	"8"	1154	29.50	38.95
	"New Hampshire"	"33"	"2014"	"2014"	"September"	"9"	1039	29.07	39.02
	"New Hampshire"	"33"	"2014"	"2014"	"October"	"10"	1009	29.07	39.07
	"New Hampshire"	"33"	"2014"	"2014"	"November"	"11"	972	29.03	38.97
	"New Hampshire"	"33"	"2014"	"2014"	"December"	"12"	992	29.09	38.90
"Total"	"New Hampshire"	"33"	"2014"	"2014"			12302	29.12	39.01
	"New Hampshire"	"33"	"2015"	"2015"	"January"	"1"	1003	29.32	38.81
	"New Hampshire"	"33"	"2015"	"2015"	"February"	"2"	859	29.86	38.90
	"New Hampshire"	"33"	"2015"	"2015"	"March"	"3"	1015	29.37	39.01
	"New Hampshire"	"33"	"2015"	"2015"	"April"	"4"	1068	29.21	39.10
	"New Hampshire"	"33"	"2015"	"2015"	"May"	"5"	1047	29.08	39.15
	"New Hampshire"	"33"	"2015"	"2015"	"June"	"6"	1087	29.45	39.06
	"New Hampshire"	"33"	"2015"	"2015"	"July"	"7"	1125	29.34	39.08
	"New Hampshire"	"33"	"2015"	"2015"	"August"	"8"	1182	29.47	39.01
	"New Hampshire"	"33"	"2015"	"2015"	"September"	"9"	1079	29.47	39.00
	"New Hampshire"	"33"	"2015"	"2015"	"October"	"10"	1031	29.40	39.09
	"New Hampshire"	"33"	"2015"	"2015"	"November"	"11"	1009	29.40	38.94
	"New Hampshire"	"33"	"2015"	"2015"	"December"	"12"	928	29.32	39.03
"Total"	"New Hampshire"	"33"	"2015"	"2015"			12433	29.39	39.02
	"New Hampshire"	"33"	"2016"	"2016"	"January"	"1"	972	28.98	38.97
	"New Hampshire"	"33"	"2016"	"2016"	"February"	"2"	940	29.62	38.99
	"New Hampshire"	"33"	"2016"	"2016"	"March"	"3"	1017	29.55	39.02
	"New Hampshire"	"33"	"2016"	"2016"	"April"	"4"	1054	29.62	39.11
	"New Hampshire"	"33"	"2016"	"2016"	"May"	"5"	996	29.72	39.04
	"New Hampshire"	"33"	"2016"	"2016"	"June"	"6"	1055	29.42	38.95
	"New Hampshire"	"33"	"2016"	"2016"	"July"	"7"	1090	29.47	39.10
	"New Hampshire"	"33"	"2016"	"2016"	"August"	"8"	1114	29.56	38.99
	"New Hampshire"	"33"	"2016"	"2016"	"September"	"9"	1145	29.86	39.12
	"New Hampshire"	"33"	"2016"	"2016"	"October"	"10"	1015	29.47	39.12
	"New Hampshire"	"33"	"2016"	"2016"	"November"	"11"	948	29.48	39.02
	"New Hampshire"	"33"	"2016"	"2016"	"December"	"12"	921	29.78	38.93
"Total"	"New Hampshire"	"33"	"2016"	"2016"			12267	29.55	39.03
	"New Hampshire"	"33"	"2017"	"2017"	"January"	"1"	931	29.33	38.98
	"New Hampshire"	"33"	"2017"	"2017"	"February"	"2"	895	29.47	38.83
	"New Hampshire"	"33"	"2017"	"2017"	"March"	"3"	963	29.61	38.96
	"New Hampshire"	"33"	"2017"	"2017"	"April"	"4"	992	29.57	39.02
	"New Hampshire"	"33"	"2017"	"2017"	"May"	"5"	1086	30.06	39.07
	"New Hampshire"	"33"	"2017"	"2017"	"June"	"6"	1108	29.46	38.99
	"New Hampshire"	"33"	"2017"	"2017"	"July"	"7"	1093	29.44	39.02
	"New Hampshire"	"33"	"2017"	"2017"	"August"	"8"	1088	29.71	39.00
	"New Hampshire"	"33"	"2017"	"2017"	"September"	"9"	1054	29.66	38.97
	"New Hampshire"	"33"	"2017"	"2017"	"October"	"10"	1025	29.81	39.01
	"New Hampshire"	"33"	"2017"	"2017"	"November"	"11"	962	29.57	38.93
	"New Hampshire"	"33"	"2017"	"2017"	"December"	"12"	919	29.70	38.92
"Total"	"New Hampshire"	"33"	"2017"	"2017"			12116	29.62	38.98
"Total"	"New Hampshire"	"33"					61514	29.35	39.01
	"New Jersey"	"34"	"2013"	"2013"	"January"	"1"	8392	29.86	38.64
	"New Jersey"	"34"	"2013"	"2013"	"February"	"2"	7534	29.73	38.69
	"New Jersey"	"34"	"2013"	"2013"	"March"	"3"	8292	29.78	38.69
	"New Jersey"	"34"	"2013"	"2013"	"April"	"4"	8287	29.88	38.69
	"New Jersey"	"34"	"2013"	"2013"	"May"	"5"	8795	29.91	38.68
	"New Jersey"	"34"	"2013"	"2013"	"June"	"6"	8491	29.88	38.66
	"New Jersey"	"34"	"2013"	"2013"	"July"	"7"	9342	29.93	38.68
	"New Jersey"	"34"	"2013"	"2013"	"August"	"8"	9183	29.79	38.71
	"New Jersey"	"34"	"2013"	"2013"	"September"	"9"	8695	29.99	38.75
	"New Jersey"	"34"	"2013"	"2013"	"October"	"10"	8783	30.01	38.67
	"New Jersey"	"34"	"2013"	"2013"	"November"	"11"	8261	29.92	38.66
	"New Jersey"	"34"	"2013"	"2013"	"December"	"12"	8520	29.89	38.66
"Total"	"New Jersey"	"34"	"2013"	"2013"			102575	29.88	38.68
	"New Jersey"	"34"	"2014"	"2014"	"January"	"1"	8525	29.96	38.77
	"New Jersey"	"34"	"2014"	"2014"	"February"	"2"	7688	29.96	38.71
	"New Jersey"	"34"	"2014"	"2014"	"March"	"3"	8363	29.94	38.66
	"New Jersey"	"34"	"2014"	"2014"	"April"	"4"	8358	30.08	38.68
	"New Jersey"	"34"	"2014"	"2014"	"May"	"5"	8953	30.11	38.71
	"New Jersey"	"34"	"2014"	"2014"	"June"	"6"	8641	30.06	38.68
	"New Jersey"	"34"	"2014"	"2014"	"July"	"7"	9327	30.12	38.73
	"New Jersey"	"34"	"2014"	"2014"	"August"	"8"	9133	30.01	38.74
	"New Jersey"	"34"	"2014"	"2014"	"September"	"9"	9038	30.01	38.78
	"New Jersey"	"34"	"2014"	"2014"	"October"	"10"	8726	30.17	38.66
	"New Jersey"	"34"	"2014"	"2014"	"November"	"11"	8004	30.20	38.66
	"New Jersey"	"34"	"2014"	"2014"	"December"	"12"	8549	29.99	38.67
"Total"	"New Jersey"	"34"	"2014"	"2014"			103305	30.05	38.71
	"New Jersey"	"34"	"2015"	"2015"	"January"	"1"	8472	30.07	38.66
	"New Jersey"	"34"	"2015"	"2015"	"February"	"2"	7623	30.09	38.75
	"New Jersey"	"34"	"2015"	"2015"	"March"	"3"	8290	30.09	38.61
	"New Jersey"	"34"	"2015"	"2015"	"April"	"4"	8362	30.22	38.70
	"New Jersey"	"34"	"2015"	"2015"	"May"	"5"	8775	30.19	38.67
	"New Jersey"	"34"	"2015"	"2015"	"June"	"6"	8788	30.15	38.60
	"New Jersey"	"34"	"2015"	"2015"	"July"	"7"	9315	30.21	38.59
	"New Jersey"	"34"	"2015"	"2015"	"August"	"8"	9234	30.17	38.73
	"New Jersey"	"34"	"2015"	"2015"	"September"	"9"	9060	30.22	38.72
	"New Jersey"	"34"	"2015"	"2015"	"October"	"10"	8605	30.39	38.66
	"New Jersey"	"34"	"2015"	"2015"	"November"	"11"	8155	30.21	38.74
	"New Jersey"	"34"	"2015"	"2015"	"December"	"12"	8448	30.26	38.62
"Total"	"New Jersey"	"34"	"2015"	"2015"			103127	30.19	38.67
	"New Jersey"	"34"	"2016"	"2016"	"January"	"1"	8180	30.16	38.61
	"New Jersey"	"34"	"2016"	"2016"	"February"	"2"	7920	30.15	38.66
	"New Jersey"	"34"	"2016"	"2016"	"March"	"3"	8505	30.33	38.66
	"New Jersey"	"34"	"2016"	"2016"	"April"	"4"	8118	30.38	38.64
	"New Jersey"	"34"	"2016"	"2016"	"May"	"5"	8704	30.38	38.66
	"New Jersey"	"34"	"2016"	"2016"	"June"	"6"	8766	30.38	38.65
	"New Jersey"	"34"	"2016"	"2016"	"July"	"7"	9137	30.34	38.67
	"New Jersey"	"34"	"2016"	"2016"	"August"	"8"	9006	30.47	38.74
	"New Jersey"	"34"	"2016"	"2016"	"September"	"9"	8862	30.40	38.75
	"New Jersey"	"34"	"2016"	"2016"	"October"	"10"	8540	30.32	38.70
	"New Jersey"	"34"	"2016"	"2016"	"November"	"11"	8352	30.34	38.67
	"New Jersey"	"34"	"2016"	"2016"	"December"	"12"	8557	30.31	38.66
"Total"	"New Jersey"	"34"	"2016"	"2016"			102647	30.33	38.67
	"New Jersey"	"34"	"2017"	"2017"	"January"	"1"	8020	30.46	38.68
	"New Jersey"	"34"	"2017"	"2017"	"February"	"2"	7509	30.32	38.66
	"New Jersey"	"34"	"2017"	"2017"	"March"	"3"	8496	30.31	38.64
	"New Jersey"	"34"	"2017"	"2017"	"April"	"4"	7782	30.49	38.68
	"New Jersey"	"34"	"2017"	"2017"	"May"	"5"	8531	30.57	38.57
	"New Jersey"	"34"	"2017"	"2017"	"June"	"6"	8652	30.63	38.60
	"New Jersey"	"34"	"2017"	"2017"	"July"	"7"	8920	30.58	38.63
	"New Jersey"	"34"	"2017"	"2017"	"August"	"8"	9175	30.46	38.71
	"New Jersey"	"34"	"2017"	"2017"	"September"	"9"	8735	30.40	38.73
	"New Jersey"	"34"	"2017"	"2017"	"October"	"10"	8640	30.40	38.70
	"New Jersey"	"34"	"2017"	"2017"	"November"	"11"	8502	30.57	38.68
	"New Jersey"	"34"	"2017"	"2017"	"December"	"12"	8288	30.46	38.68
"Total"	"New Jersey"	"34"	"2017"	"2017"			101250	30.47	38.66
"Total"	"New Jersey"	"34"					512904	30.18	38.68
	"New Mexico"	"35"	"2013"	"2013"	"January"	"1"	2183	26.37	38.73
