ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
1186,Maine,23,2016,2016,October,10,1016,28.39,38.82
1187,Maine,23,2016,2016,November,11,945,28.91,38.89
1188,Maine,23,2016,2016,December,12,952,28.83,38.8
1189,Maine,23,2017,2017,January,1,899,28.85,38.75
1190,Maine,23,2017,2017,February,2,891,28.47,38.85
1191,Maine,23,2017,2017,March,3,1070,29.03,38.89
1192,Maine,23,2017,2017,April,4,998,29.03,38.79
1193,Maine,23,2017,2017,May,5,1086,28.8,38.8
1194,Maine,23,2017,2017,June,6,1050,29.12,38.91
1195,Maine,23,2017,2017,July,7,1092,28.91,38.95
1196,Maine,23,2017,2017,August,8,1155,28.72,38.93
1197,Maine,23,2017,2017,September,9,1068,28.57,38.79
1198,Maine,23,2017,2017,October,10,1024,29.38,38.83
1199,Maine,23,2017,2017,November,11,957,28.83,38.92
1200,Maine,23,2017,2017,December,12,1008,29.01,38.89
1201,Maryland,24,2013,2013,January,1,6081,28.93,38.64
1202,Maryland,24,2013,2013,February,2,5322,28.86,38.64
1203,Maryland,24,2013,2013,March,3,5822,29.23,38.6
1204,Maryland,24,2013,2013,April,4,5693,29.27,38.61
1205,Maryland,24,2013,2013,May,5,6083,29.26,38.59
1206,Maryland,24,2013,2013,June,6,5965,29.16,38.55
1207,Maryland,24,2013,2013,July,7,6466,29.14,38.55
1208,Maryland,24,2013,2013,August,8,6518,29.07,38.67
1209,Maryland,24,2013,2013,September,9,6072,29.16,38.68
1210,Maryland,24,2013,2013,October,10,6186,29.2,38.6
1211,Maryland,24,2013,2013,November,11,5645,29.24,38.59
1212,Maryland,24,2013,2013,December,12,6100,29.12,38.62
1213,Maryland,24,2014,2014,January,1,6088,29.18,38.64
1214,Maryland,24,2014,2014,February,2,5525,29.26,38.57
1215,Maryland,24,2014,2014,March,3,6248,29.44,38.62
1216,Maryland,24,2014,2014,April,4,5648,29.35,38.66
1217,Maryland,24,2014,2014,May,5,6167,29.44,38.59
1218,Maryland,24,2014,2014,June,6,6081,29.36,38.61
1219,Maryland,24,2014,2014,July,7,6576,29.28,38.56
1220,Maryland,24,2014,2014,August,8,6567,29.4,38.74
1221,Maryland,24,2014,2014,September,9,6494,29.39,38.63
1222,Maryland,24,2014,2014,October,10,6245,29.58,38.59
1223,Maryland,24,2014,2014,November,11,6022,29.49,38.55
1224,Maryland,24,2014,2014,December,12,6260,29.35,38.57
1225,Maryland,24,2015,2015,January,1,6039,29.33,38.6
1226,Maryland,24,2015,2015,February,2,5543,29.41,38.57
1227,Maryland,24,2015,2015,March,3,6051,29.32,38.64
1228,Maryland,24,2015,2015,April,4,5939,29.46,38.57
1229,Maryland,24,2015,2015,May,5,6127,29.47,38.64
1230,Maryland,24,2015,2015,June,6,6271,29.61,38.59
1231,Maryland,24,2015,2015,July,7,6535,29.44,38.6
1232,Maryland,24,2015,2015,August,8,6442,29.55,38.74
1233,Maryland,24,2015,2015,September,9,6271,29.53,38.72
1234,Maryland,24,2015,2015,October,10,6260,29.66,38.64
1235,Maryland,24,2015,2015,November,11,5911,29.51,38.63
1236,Maryland,24,2015,2015,December,12,6227,29.59,38.63
1237,Maryland,24,2016,2016,January,1,5903,29.42,38.59
1238,Maryland,24,2016,2016,February,2,5579,29.64,38.64
1239,Maryland,24,2016,2016,March,3,6013,29.62,38.54
1240,Maryland,24,2016,2016,April,4,5879,29.8,38.62
1241,Maryland,24,2016,2016,May,5,6240,29.79,38.64
1242,Maryland,24,2016,2016,June,6,6231,29.72,38.58
1243,Maryland,24,2016,2016,July,7,6518,29.65,38.66
1244,Maryland,24,2016,2016,August,8,6556,29.8,38.69
1245,Maryland,24,2016,2016,September,9,6294,29.71,38.71
1246,Maryland,24,2016,2016,October,10,6140,29.82,38.61
1247,Maryland,24,2016,2016,November,11,5864,29.71,38.59
1248,Maryland,24,2016,2016,December,12,5919,29.65,38.55
1249,Maryland,24,2017,2017,January,1,5692,29.76,38.56
1250,Maryland,24,2017,2017,February,2,5228,29.63,38.59
1251,Maryland,24,2017,2017,March,3,5826,29.92,38.54
1252,Maryland,24,2017,2017,April,4,5621,29.83,38.53
1253,Maryland,24,2017,2017,May,5,6007,29.85,38.56
1254,Maryland,24,2017,2017,June,6,6087,29.93,38.52
1255,Maryland,24,2017,2017,July,7,6349,29.88,38.53
1256,Maryland,24,2017,2017,August,8,6682,29.9,38.58
1257,Maryland,24,2017,2017,September,9,6027,29.87,38.64
1258,Maryland,24,2017,2017,October,10,6258,30.01,38.6
1259,Maryland,24,2017,2017,November,11,5936,30.01,38.56
1260,Maryland,24,2017,2017,December,12,5928,29.92,38.56
1261,Massachusetts,25,2013,2013,January,1,5869,29.94,38.86
1262,Massachusetts,25,2013,2013,February,2,5360,30.15,38.82
1263,Massachusetts,25,2013,2013,March,3,5900,30.15,38.84
1264,Massachusetts,25,2013,2013,April,4,5829,30.28,38.85
1265,Massachusetts,25,2013,2013,May,5,6115,30.36,38.82
1266,Massachusetts,25,2013,2013,June,6,5909,30.23,38.85
1267,Massachusetts,25,2013,2013,July,7,6439,30.31,38.87
1268,Massachusetts,25,2013,2013,August,8,6503,30.29,38.92
1269,Massachusetts,25,2013,2013,September,9,6041,30.1,38.82
1270,Massachusetts,25,2013,2013,October,10,6298,30.17,38.89
1271,Massachusetts,25,2013,2013,November,11,5729,30.31,38.9
1272,Massachusetts,25,2013,2013,December,12,5796,30.18,38.81
1273,Massachusetts,25,2014,2014,January,1,5742,30.23,38.77
1274,Massachusetts,25,2014,2014,February,2,5289,30.26,38.83
1275,Massachusetts,25,2014,2014,March,3,5887,30.19,38.81
1276,Massachusetts,25,2014,2014,April,4,5725,30.32,38.93
1277,Massachusetts,25,2014,2014,May,5,6287,30.38,38.86
1278,Massachusetts,25,2014,2014,June,6,6209,30.37,38.84
1279,Massachusetts,25,2014,2014,July,7,6534,30.35,38.86
1280,Massachusetts,25,2014,2014,August,8,6473,30.33,38.86
1281,Massachusetts,25,2014,2014,September,9,6254,30.32,38.9
1282,Massachusetts,25,2014,2014,October,10,6251,30.27,38.91
1283,Massachusetts,25,2014,2014,November,11,5530,30.32,38.91
1284,Massachusetts,25,2014,2014,December,12,5727,30.4,38.83
1285,Massachusetts,25,2015,2015,January,1,5600,30.34,38.9
1286,Massachusetts,25,2015,2015,February,2,5360,30.49,38.88
1287,Massachusetts,25,2015,2015,March,3,5784,30.55,38.79
1288,Massachusetts,25,2015,2015,April,4,5954,30.51,38.84
1289,Massachusetts,25,2015,2015,May,5,6208,30.47,38.83
1290,Massachusetts,25,2015,2015,June,6,6238,30.58,38.89
1291,Massachusetts,25,2015,2015,July,7,6530,30.47,38.83
1292,Massachusetts,25,2015,2015,August,8,6235,30.46,38.91
1293,Massachusetts,25,2015,2015,September,9,6249,30.46,38.92
1294,Massachusetts,25,2015,2015,October,10,6010,30.53,38.88
1295,Massachusetts,25,2015,2015,November,11,5601,30.41,38.86
1296,Massachusetts,25,2015,2015,December,12,5723,30.39,38.82
1297,Massachusetts,25,2016,2016,January,1,5446,30.54,38.87
1298,Massachusetts,25,2016,2016,February,2,5452,30.6,38.84
1299,Massachusetts,25,2016,2016,March,3,5990,30.58,38.78
1300,Massachusetts,25,2016,2016,April,4,5770,30.7,38.88
1301,Massachusetts,25,2016,2016,May,5,6167,30.69,38.9
1302,Massachusetts,25,2016,2016,June,6,6162,30.7,38.85
1303,Massachusetts,25,2016,2016,July,7,6475,30.52,38.94
1304,Massachusetts,25,2016,2016,August,8,6422,30.61,38.97
1305,Massachusetts,25,2016,2016,September,9,6154,30.63,39.01
1306,Massachusetts,25,2016,2016,October,10,6014,30.64,38.87
1307,Massachusetts,25,2016,2016,November,11,5739,30.79,38.89
1308,Massachusetts,25,2016,2016,December,12,5526,30.74,38.78
1309,Massachusetts,25,2017,2017,January,1,5579,30.64,38.76
1310,Massachusetts,25,2017,2017,February,2,5177,30.78,38.88
1311,Massachusetts,25,2017,2017,March,3,5891,30.78,38.89
1312,Massachusetts,25,2017,2017,April,4,5643,30.81,38.86
1313,Massachusetts,25,2017,2017,May,5,6021,30.85,38.89
1314,Massachusetts,25,2017,2017,June,6,6125,30.78,38.84
1315,Massachusetts,25,2017,2017,July,7,6283,30.66,38.87
1316,Massachusetts,25,2017,2017,August,8,6418,30.8,38.88
1317,Massachusetts,25,2017,2017,September,9,6048,30.69,38.85
1318,Massachusetts,25,2017,2017,October,10,6111,30.75,38.88
1319,Massachusetts,25,2017,2017,November,11,5705,30.91,38.84
1320,Massachusetts,25,2017,2017,December,12,5701,30.72,38.81
1321,Michigan,26,2013,2013,January,1,9157,27.6,38.65
1322,Michigan,26,2013,2013,February,2,8395,27.57,38.67
1323,Michigan,26,2013,2013,March,3,9303,27.71,38.67
1324,Michigan,26,2013,2013,April,4,9059,27.84,38.73
1325,Michigan,26,2013,2013,May,5,9888,27.87,38.75
1326,Michigan,26,2013,2013,June,6,9425,27.84,38.65
1327,Michigan,26,2013,2013,July,7,10336,27.87,38.76
1328,Michigan,26,2013,2013,August,8,10302,27.9,38.73
1329,Michigan,26,2013,2013,September,9,9616,27.78,38.67
1330,Michigan,26,2013,2013,October,10,9574,27.83,38.74
1331,Michigan,26,2013,2013,November,11,9048,27.91,38.69
1332,Michigan,26,2013,2013,December,12,9386,27.88,38.68
1333,Michigan,26,2014,2014,January,1,9124,27.78,38.72
1334,Michigan,26,2014,2014,February,2,8541,27.86,38.7
1335,Michigan,26,2014,2014,March,3,9471,27.84,38.63
1336,Michigan,26,2014,2014,April,4,9426,28.09,38.61
1337,Michigan,26,2014,2014,May,5,10057,28.05,38.62
1338,Michigan,26,2014,2014,June,6,9640,28.04,38.69
1339,Michigan,26,2014,2014,July,7,10415,27.98,38.72
1340,Michigan,26,2014,2014,August,8,10267,28.02,38.73
1341,Michigan,26,2014,2014,September,9,9647,28.05,38.76
1342,Michigan,26,2014,2014,October,10,9452,28.04,38.66
1343,Michigan,26,2014,2014,November,11,8938,28.08,38.65
1344,Michigan,26,2014,2014,December,12,9397,27.97,38.71
1345,Michigan,26,2015,2015,January,1,9102,27.9,38.62
1346,Michigan,26,2015,2015,February,2,8469,27.93,38.76
1347,Michigan,26,2015,2015,March,3,9615,28.09,38.63
1348,Michigan,26,2015,2015,April,4,9369,28.11,38.67
1349,Michigan,26,2015,2015,May,5,9558,28.12,38.7
1350,Michigan,26,2015,2015,June,6,9571,28.27,38.67
1351,Michigan,26,2015,2015,July,7,10330,28.15,38.68
1352,Michigan,26,2015,2015,August,8,10211,28.14,38.72
1353,Michigan,26,2015,2015,September,9,9518,28.28,38.71
1354,Michigan,26,2015,2015,October,10,9464,28.24,38.63
1355,Michigan,26,2015,2015,November,11,8869,28.22,38.68
1356,Michigan,26,2015,2015,December,12,9236,28.19,38.67
1357,Michigan,26,2016,2016,January,1,8890,28.09,38.61
1358,Michigan,26,2016,2016,February,2,8629,28.29,38.7
1359,Michigan,26,2016,2016,March,3,9550,28.39,38.69
1360,Michigan,26,2016,2016,April,4,9267,28.46,38.68
1361,Michigan,26,2016,2016,May,5,9781,28.4,38.67
1362,Michigan,26,2016,2016,June,6,9783,28.46,38.69
1363,Michigan,26,2016,2016,July,7,10053,28.3,38.72
1364,Michigan,26,2016,2016,August,8,10187,28.43,38.72
1365,Michigan,26,2016,2016,September,9,9734,28.34,38.73
1366,Michigan,26,2016,2016,October,10,9236,28.34,38.73
1367,Michigan,26,2016,2016,November,11,9047,28.38,38.73
1368,Michigan,26,2016,2016,December,12,9158,28.26,38.63
1369,Michigan,26,2017,2017,January,1,9017,28.4,38.59
1370,Michigan,26,2017,2017,February,2,8403,28.41,38.68
1371,Michigan,26,2017,2017,March,3,9352,28.46,38.65
1372,Michigan,26,2017,2017,April,4,8831,28.58,38.69
1373,Michigan,26,2017,2017,May,5,9621,28.48,38.61
1374,Michigan,26,2017,2017,June,6,9613,28.49,38.56
1375,Michigan,26,2017,2017,July,7,9836,28.64,38.6
1376,Michigan,26,2017,2017,August,8,10214,28.57,38.63
1377,Michigan,26,2017,2017,September,9,9536,28.53,38.65
1378,Michigan,26,2017,2017,October,10,9264,28.49,38.61
1379,Michigan,26,2017,2017,November,11,8834,28.52,38.63
1380,Michigan,26,2017,2017,December,12,8905,28.48,38.59
1381,Minnesota,27,2013,2013,January,1,5422,28.84,38.87
1382,Minnesota,27,2013,2013,February,2,5023,28.84,38.89
1383,Minnesota,27,2013,2013,March,3,5799,28.95,38.91
1384,Minnesota,27,2013,2013,April,4,5602,28.93,38.94
1385,Minnesota,27,2013,2013,May,5,5997,28.88,38.93
1386,Minnesota,27,2013,2013,June,6,5931,29.09,38.93
1387,Minnesota,27,2013,2013,July,7,6047,29,38.98
1388,Minnesota,27,2013,2013,August,8,6125,28.87,38.99
1389,Minnesota,27,2013,2013,September,9,5771,28.96,38.95
1390,Minnesota,27,2013,2013,October,10,6055,29.07,38.92
1391,Minnesota,27,2013,2013,November,11,5691,29.18,38.9
1392,Minnesota,27,2013,2013,December,12,5696,29.09,38.9
1393,Minnesota,27,2014,2014,January,1,5542,29.07,38.92
1394,Minnesota,27,2014,2014,February,2,5197,29.05,38.82
1395,Minnesota,27,2014,2014,March,3,5815,29.08,38.92
1396,Minnesota,27,2014,2014,April,4,5788,29.16,38.97
1397,Minnesota,27,2014,2014,May,5,6286,29.14,38.93
1398,Minnesota,27,2014,2014,June,6,5896,29.12,38.84
1399,Minnesota,27,2014,2014,July,7,6195,29.12,38.93
1400,Minnesota,27,2014,2014,August,8,6186,29.21,38.99
1401,Minnesota,27,2014,2014,September,9,5926,29.25,38.97
1402,Minnesota,27,2014,2014,October,10,5855,29.31,38.88
1403,Minnesota,27,2014,2014,November,11,5489,29.06,38.9
1404,Minnesota,27,2014,2014,December,12,5729,29.24,38.85
1405,Minnesota,27,2015,2015,January,1,5515,29.12,38.94
1406,Minnesota,27,2015,2015,February,2,5127,29.15,38.94
1407,Minnesota,27,2015,2015,March,3,5702,29.27,38.9
1408,Minnesota,27,2015,2015,April,4,5742,29.47,38.92
1409,Minnesota,27,2015,2015,May,5,6114,29.24,38.89
1410,Minnesota,27,2015,2015,June,6,6132,29.45,38.83
1411,Minnesota,27,2015,2015,July,7,6326,29.43,38.92
1412,Minnesota,27,2015,2015,August,8,6074,29.4,38.89
1413,Minnesota,27,2015,2015,September,9,5889,29.4,38.9
1414,Minnesota,27,2015,2015,October,10,6100,29.41,38.91
1415,Minnesota,27,2015,2015,November,11,5380,29.46,38.85
1416,Minnesota,27,2015,2015,December,12,5733,29.43,38.86
1417,Minnesota,27,2016,2016,January,1,5463,29.39,38.83
1418,Minnesota,27,2016,2016,February,2,5535,29.45,38.8
1419,Minnesota,27,2016,2016,March,3,5727,29.51,38.84
1420,Minnesota,27,2016,2016,April,4,5670,29.51,38.88
1421,Minnesota,27,2016,2016,May,5,6104,29.69,38.85
1422,Minnesota,27,2016,2016,June,6,6082,29.54,38.93
1423,Minnesota,27,2016,2016,July,7,6111,29.53,38.92
1424,Minnesota,27,2016,2016,August,8,6379,29.51,38.89
1425,Minnesota,27,2016,2016,September,9,5891,29.61,38.94
1426,Minnesota,27,2016,2016,October,10,5608,29.57,38.87
1427,Minnesota,27,2016,2016,November,11,5543,29.58,38.86
1428,Minnesota,27,2016,2016,December,12,5636,29.55,38.82
1429,Minnesota,27,2017,2017,January,1,5377,29.57,38.77
1430,Minnesota,27,2017,2017,February,2,5116,29.59,38.83
1431,Minnesota,27,2017,2017,March,3,5780,29.54,38.82
1432,Minnesota,27,2017,2017,April,4,5612,29.66,38.74
1433,Minnesota,27,2017,2017,May,5,6116,29.94,38.84
1434,Minnesota,27,2017,2017,June,6,6063,29.69,38.83
1435,Minnesota,27,2017,2017,July,7,6019,29.65,38.77
1436,Minnesota,27,2017,2017,August,8,6187,29.76,38.88
1437,Minnesota,27,2017,2017,September,9,5830,29.72,38.84
1438,Minnesota,27,2017,2017,October,10,5670,29.6,38.8
1439,Minnesota,27,2017,2017,November,11,5394,29.82,38.85
1440,Minnesota,27,2017,2017,December,12,5431,29.62,38.77
1441,Mississippi,28,2013,2013,January,1,3303,25.83,38.12
1442,Mississippi,28,2013,2013,February,2,2918,25.94,38.28
1443,Mississippi,28,2013,2013,March,3,3081,25.84,38.07
1444,Mississippi,28,2013,2013,April,4,2966,26.21,38.25
1445,Mississippi,28,2013,2013,May,5,3091,26.44,38.17
1446,Mississippi,28,2013,2013,June,6,2987,26.15,38.12
1447,Mississippi,28,2013,2013,July,7,3479,25.95,38.18
1448,Mississippi,28,2013,2013,August,8,3539,26.18,38.15
1449,Mississippi,28,2013,2013,September,9,3315,26.01,38.21
1450,Mississippi,28,2013,2013,October,10,3289,26.3,38.07
1451,Mississippi,28,2013,2013,November,11,3152,25.97,38.2
1452,Mississippi,28,2013,2013,December,12,3514,26.02,38.32
1453,Mississippi,28,2014,2014,January,1,3177,26.16,38.13
1454,Mississippi,28,2014,2014,February,2,3117,26.22,38.32
1455,Mississippi,28,2014,2014,March,3,3054,26.13,38.25
1456,Mississippi,28,2014,2014,April,4,2917,26.1,38.19
1457,Mississippi,28,2014,2014,May,5,3082,26.23,38.22
1458,Mississippi,28,2014,2014,June,6,3106,26.29,38.1
1459,Mississippi,28,2014,2014,July,7,3484,26.32,38.23
1460,Mississippi,28,2014,2014,August,8,3344,26.32,38.24
1461,Mississippi,28,2014,2014,September,9,3403,26.11,38.3
1462,Mississippi,28,2014,2014,October,10,3492,26.26,38.16
1463,Mississippi,28,2014,2014,November,11,3125,26.54,38.14
1464,Mississippi,28,2014,2014,December,12,3435,26.31,38.36
1465,Mississippi,28,2015,2015,January,1,3244,26.28,38.3
1466,Mississippi,28,2015,2015,February,2,2867,26.3,38.34
1467,Mississippi,28,2015,2015,March,3,3138,26.41,38.22
1468,Mississippi,28,2015,2015,April,4,2963,26.63,38.2
1469,Mississippi,28,2015,2015,May,5,2992,26.43,38.1
1470,Mississippi,28,2015,2015,June,6,3102,26.43,38.14
1471,Mississippi,28,2015,2015,July,7,3468,26.4,38.27
1472,Mississippi,28,2015,2015,August,8,3456,26.44,38.17
1473,Mississippi,28,2015,2015,September,9,3482,26.33,38.25
1474,Mississippi,28,2015,2015,October,10,3218,26.72,38.22
1475,Mississippi,28,2015,2015,November,11,3120,26.4,38.16
1476,Mississippi,28,2015,2015,December,12,3344,26.49,38.14
1477,Mississippi,28,2016,2016,January,1,3099,26.46,38.31
1478,Mississippi,28,2016,2016,February,2,2968,26.66,38.17
1479,Mississippi,28,2016,2016,March,3,3206,26.71,38.18
1480,Mississippi,28,2016,2016,April,4,2785,26.63,38.07
1481,Mississippi,28,2016,2016,May,5,2999,26.49,38.11
1482,Mississippi,28,2016,2016,June,6,3155,26.52,38.06
1483,Mississippi,28,2016,2016,July,7,3279,26.45,38.29
1484,Mississippi,28,2016,2016,August,8,3505,26.75,38.3
1485,Mississippi,28,2016,2016,September,9,3308,26.73,38.28
1486,Mississippi,28,2016,2016,October,10,3291,26.74,38.11
1487,Mississippi,28,2016,2016,November,11,3094,26.68,38.13
1488,Mississippi,28,2016,2016,December,12,3239,26.72,38.17
1489,Mississippi,28,2017,2017,January,1,3168,26.76,38.17
1490,Mississippi,28,2017,2017,February,2,2818,26.49,38.15
1491,Mississippi,28,2017,2017,March,3,3027,26.72,38.12
1492,Mississippi,28,2017,2017,April,4,2613,26.75,38.08
1493,Mississippi,28,2017,2017,May,5,3013,26.88,38.04
1494,Mississippi,28,2017,2017,June,6,3044,26.9,38.08
1495,Mississippi,28,2017,2017,July,7,3244,26.77,38.29
1496,Mississippi,28,2017,2017,August,8,3533,26.67,38.28
1497,Mississippi,28,2017,2017,September,9,3321,26.68,38.23
1498,Mississippi,28,2017,2017,October,10,3161,26.91,38.14
1499,Mississippi,28,2017,2017,November,11,3230,26.84,38.15
1500,Mississippi,28,2017,2017,December,12,3185,26.71,38.27
1501,Missouri,29,2013,2013,January,1,6080,27.12,38.67
1502,Missouri,29,2013,2013,February,2,5534,27.26,38.69
1503,Missouri,29,2013,2013,March,3,6179,27.38,38.64
1504,Missouri,29,2013,2013,April,4,5976,27.41,38.7
1505,Missouri,29,2013,2013,May,5,6311,27.39,38.69
1506,Missouri,29,2013,2013,June,6,6180,27.43,38.65
1507,Missouri,29,2013,2013,July,7,6783,27.3,38.7
1508,Missouri,29,2013,2013,August,8,6850,27.4,38.75
1509,Missouri,29,2013,2013,September,9,6521,27.4,38.67
1510,Missouri,29,2013,2013,October,10,6533,27.41,38.72
1511,Missouri,29,2013,2013,November,11,5934,27.49,38.72
1512,Missouri,29,2013,2013,December,12,6415,27.41,38.63
1513,Missouri,29,2014,2014,January,1,6226,27.34,38.66
1514,Missouri,29,2014,2014,February,2,5771,27.43,38.66
1515,Missouri,29,2014,2014,March,3,6219,27.49,38.63
1516,Missouri,29,2014,2014,April,4,6086,27.59,38.71
1517,Missouri,29,2014,2014,May,5,6445,27.64,38.6
1518,Missouri,29,2014,2014,June,6,6018,27.73,38.59
1519,Missouri,29,2014,2014,July,7,6582,27.54,38.6
1520,Missouri,29,2014,2014,August,8,6705,27.52,38.73
1521,Missouri,29,2014,2014,September,9,6519,27.55,38.74
1522,Missouri,29,2014,2014,October,10,6463,27.7,38.65
1523,Missouri,29,2014,2014,November,11,5828,27.58,38.57
1524,Missouri,29,2014,2014,December,12,6498,27.55,38.6
1525,Missouri,29,2015,2015,January,1,6135,27.47,38.66
1526,Missouri,29,2015,2015,February,2,5659,27.71,38.62
1527,Missouri,29,2015,2015,March,3,6372,27.62,38.63
1528,Missouri,29,2015,2015,April,4,6046,27.68,38.67
1529,Missouri,29,2015,2015,May,5,6178,27.64,38.59
1530,Missouri,29,2015,2015,June,6,6187,27.77,38.62
1531,Missouri,29,2015,2015,July,7,6767,27.75,38.61
1532,Missouri,29,2015,2015,August,8,6545,27.78,38.63
1533,Missouri,29,2015,2015,September,9,6591,27.77,38.68
1534,Missouri,29,2015,2015,October,10,6108,27.81,38.64
1535,Missouri,29,2015,2015,November,11,6006,27.64,38.58
1536,Missouri,29,2015,2015,December,12,6467,27.76,38.53
1537,Missouri,29,2016,2016,January,1,5938,27.76,38.6
1538,Missouri,29,2016,2016,February,2,5910,27.81,38.68
1539,Missouri,29,2016,2016,March,3,6311,27.87,38.52
1540,Missouri,29,2016,2016,April,4,5732,28.02,38.56
1541,Missouri,29,2016,2016,May,5,6077,27.98,38.5
1542,Missouri,29,2016,2016,June,6,6384,27.89,38.52
1543,Missouri,29,2016,2016,July,7,6636,27.85,38.59
1544,Missouri,29,2016,2016,August,8,6815,27.86,38.61
1545,Missouri,29,2016,2016,September,9,6555,27.99,38.64
1546,Missouri,29,2016,2016,October,10,6231,28.05,38.57
1547,Missouri,29,2016,2016,November,11,5989,28.07,38.61
1548,Missouri,29,2016,2016,December,12,6127,27.81,38.53
1549,Missouri,29,2017,2017,January,1,5839,27.82,38.48
1550,Missouri,29,2017,2017,February,2,5472,27.96,38.5
1551,Missouri,29,2017,2017,March,3,6011,27.97,38.6
1552,Missouri,29,2017,2017,April,4,5639,28.06,38.58
1553,Missouri,29,2017,2017,May,5,6200,28.15,38.5
1554,Missouri,29,2017,2017,June,6,6226,28.1,38.48
1555,Missouri,29,2017,2017,July,7,6397,27.94,38.56
1556,Missouri,29,2017,2017,August,8,6679,27.94,38.53
1557,Missouri,29,2017,2017,September,9,6381,28,38.54
1558,Missouri,29,2017,2017,October,10,6206,28.11,38.53
1559,Missouri,29,2017,2017,November,11,6031,28.05,38.55
1560,Missouri,29,2017,2017,December,12,5953,28.23,38.44
1561,Montana,30,2013,2013,January,1,978,27.29,38.88
1562,Montana,30,2013,2013,February,2,854,27.36,38.7
1563,Montana,30,2013,2013,March,3,1012,27.24,38.71
1564,Montana,30,2013,2013,April,4,1002,27.42,38.84
1565,Montana,30,2013,2013,May,5,1153,27.67,38.74
1566,Montana,30,2013,2013,June,6,1019,27.52,38.82
1567,Montana,30,2013,2013,July,7,1130,27.65,38.85
1568,Montana,30,2013,2013,August,8,1055,27.61,38.82
1569,Montana,30,2013,2013,September,9,1078,27.44,38.72
1570,Montana,30,2013,2013,October,10,1066,27.55,38.87
1571,Montana,30,2013,2013,November,11,991,27.54,38.77
1572,Montana,30,2013,2013,December,12,1039,27.93,38.79
1573,Montana,30,2014,2014,January,1,992,27.49,38.67
1574,Montana,30,2014,2014,February,2,907,27.59,38.63
1575,Montana,30,2014,2014,March,3,962,28.04,38.72
1576,Montana,30,2014,2014,April,4,1075,27.84,38.73
1577,Montana,30,2014,2014,May,5,1093,27.89,38.72
1578,Montana,30,2014,2014,June,6,997,27.59,38.58
1579,Montana,30,2014,2014,July,7,1135,27.91,38.75
1580,Montana,30,2014,2014,August,8,1116,27.87,38.74
1581,Montana,30,2014,2014,September,9,1053,27.94,38.8
1582,Montana,30,2014,2014,October,10,1032,27.8,38.67
1583,Montana,30,2014,2014,November,11,996,27.89,38.57
1584,Montana,30,2014,2014,December,12,1074,28.04,38.76
1585,Montana,30,2015,2015,January,1,1000,27.59,38.8
1586,Montana,30,2015,2015,February,2,911,27.99,38.74
1587,Montana,30,2015,2015,March,3,1069,28.07,38.86
1588,Montana,30,2015,2015,April,4,1035,28.19,38.86
1589,Montana,30,2015,2015,May,5,1054,27.98,38.76
1590,Montana,30,2015,2015,June,6,1104,28.05,38.83
1591,Montana,30,2015,2015,July,7,1134,28.09,38.85
1592,Montana,30,2015,2015,August,8,1084,27.8,38.84
1593,Montana,30,2015,2015,September,9,1074,28.07,38.77
1594,Montana,30,2015,2015,October,10,1065,28,38.81
1595,Montana,30,2015,2015,November,11,979,28,38.79
1596,Montana,30,2015,2015,December,12,1074,28.06,38.71
1597,Montana,30,2016,2016,January,1,916,27.8,38.71
1598,Montana,30,2016,2016,February,2,969,27.94,38.85
1599,Montana,30,2016,2016,March,3,1025,28.27,38.66
1600,Montana,30,2016,2016,April,4,1007,28.14,38.66
1601,Montana,30,2016,2016,May,5,1103,27.95,38.75
1602,Montana,30,2016,2016,June,6,1088,28.21,38.76
1603,Montana,30,2016,2016,July,7,1101,28.07,38.75
1604,Montana,30,2016,2016,August,8,1126,28.07,38.69
1605,Montana,30,2016,2016,September,9,1075,27.98,38.78
1606,Montana,30,2016,2016,October,10,974,28.35,38.58
1607,Montana,30,2016,2016,November,11,963,28.71,38.76
1608,Montana,30,2016,2016,December,12,935,28.46,38.71
1609,Montana,30,2017,2017,January,1,967,28.09,38.58
1610,Montana,30,2017,2017,February,2,852,27.84,38.73
1611,Montana,30,2017,2017,March,3,1035,28.06,38.63
1612,Montana,30,2017,2017,April,4,956,28.33,38.92
1613,Montana,30,2017,2017,May,5,1082,28.6,38.71
1614,Montana,30,2017,2017,June,6,1053,28.3,38.77
1615,Montana,30,2017,2017,July,7,1015,28.45,38.77
1616,Montana,30,2017,2017,August,8,1040,28.49,38.68
1617,Montana,30,2017,2017,September,9,977,28.45,38.64
1618,Montana,30,2017,2017,October,10,959,28.37,38.56
1619,Montana,30,2017,2017,November,11,903,28.44,38.64
1620,Montana,30,2017,2017,December,12,960,28.79,38.61
1621,Nebraska,31,2013,2013,January,1,2111,27.69,38.7
1622,Nebraska,31,2013,2013,February,2,1920,27.94,38.71
1623,Nebraska,31,2013,2013,March,3,2109,27.91,38.63
1624,Nebraska,31,2013,2013,April,4,2051,28.04,38.72
1625,Nebraska,31,2013,2013,May,5,2262,27.91,38.59
1626,Nebraska,31,2013,2013,June,6,2218,28.13,38.64
1627,Nebraska,31,2013,2013,July,7,2380,27.99,38.71
1628,Nebraska,31,2013,2013,August,8,2277,27.84,38.76
1629,Nebraska,31,2013,2013,September,9,2297,28.07,38.81
1630,Nebraska,31,2013,2013,October,10,2152,28.13,38.71
