ID,State,State Code,Year,Year Code,Month,Month Code,Births,Average Age of Mother,Average LMP Gestational Age
2961,Wisconsin,55,2014,2014,September,9,5854,28.44,38.81
2962,Wisconsin,55,2014,2014,October,10,5535,28.49,38.79
2963,Wisconsin,55,2014,2014,November,11,5079,28.5,38.77
2964,Wisconsin,55,2014,2014,December,12,5552,28.6,38.78
2965,Wisconsin,55,2015,2015,January,1,5446,28.37,38.8
2966,Wisconsin,55,2015,2015,February,2,5096,28.35,38.78
2967,Wisconsin,55,2015,2015,March,3,5499,28.66,38.74
2968,Wisconsin,55,2015,2015,April,4,5436,28.66,38.77
2969,Wisconsin,55,2015,2015,May,5,5791,28.73,38.77
2970,Wisconsin,55,2015,2015,June,6,5794,28.72,38.77
2971,Wisconsin,55,2015,2015,July,7,6088,28.7,38.76
2972,Wisconsin,55,2015,2015,August,8,5736,28.8,38.77
2973,Wisconsin,55,2015,2015,September,9,5782,28.66,38.78
2974,Wisconsin,55,2015,2015,October,10,5563,28.81,38.8
2975,Wisconsin,55,2015,2015,November,11,5178,28.86,38.69
2976,Wisconsin,55,2015,2015,December,12,5632,28.58,38.73
2977,Wisconsin,55,2016,2016,January,1,5232,28.63,38.76
2978,Wisconsin,55,2016,2016,February,2,5047,28.77,38.72
2979,Wisconsin,55,2016,2016,March,3,5823,28.8,38.78
2980,Wisconsin,55,2016,2016,April,4,5368,28.73,38.71
2981,Wisconsin,55,2016,2016,May,5,5671,28.88,38.76
2982,Wisconsin,55,2016,2016,June,6,5730,28.94,38.68
2983,Wisconsin,55,2016,2016,July,7,5856,28.93,38.69
2984,Wisconsin,55,2016,2016,August,8,6074,28.93,38.78
2985,Wisconsin,55,2016,2016,September,9,5804,28.84,38.8
2986,Wisconsin,55,2016,2016,October,10,5552,28.95,38.8
2987,Wisconsin,55,2016,2016,November,11,5174,28.94,38.67
2988,Wisconsin,55,2016,2016,December,12,5284,28.95,38.69
2989,Wisconsin,55,2017,2017,January,1,5090,28.77,38.65
2990,Wisconsin,55,2017,2017,February,2,4921,28.82,38.76
2991,Wisconsin,55,2017,2017,March,3,5613,28.72,38.67
2992,Wisconsin,55,2017,2017,April,4,5286,28.94,38.79
2993,Wisconsin,55,2017,2017,May,5,5598,29.04,38.68
2994,Wisconsin,55,2017,2017,June,6,5632,29.07,38.73
2995,Wisconsin,55,2017,2017,July,7,5674,28.93,38.75
2996,Wisconsin,55,2017,2017,August,8,5925,28.96,38.75
2997,Wisconsin,55,2017,2017,September,9,5490,28.95,38.75
2998,Wisconsin,55,2017,2017,October,10,5329,28.94,38.74
2999,Wisconsin,55,2017,2017,November,11,5071,29.11,38.66
3000,Wisconsin,55,2017,2017,December,12,5346,29.08,38.71
3001,Wyoming,56,2013,2013,January,1,599,27.21,38.55
3002,Wyoming,56,2013,2013,February,2,529,27.39,38.63
3003,Wyoming,56,2013,2013,March,3,606,27.17,38.5
3004,Wyoming,56,2013,2013,April,4,639,27.25,38.67
3005,Wyoming,56,2013,2013,May,5,717,26.83,38.54
3006,Wyoming,56,2013,2013,June,6,619,27.07,38.48
3007,Wyoming,56,2013,2013,July,7,710,27.21,38.7
3008,Wyoming,56,2013,2013,August,8,669,27.03,38.84
3009,Wyoming,56,2013,2013,September,9,628,26.93,38.77
3010,Wyoming,56,2013,2013,October,10,676,26.68,38.57
3011,Wyoming,56,2013,2013,November,11,627,27.17,38.68
3012,Wyoming,56,2013,2013,December,12,625,27.21,38.8
3013,Wyoming,56,2014,2014,January,1,624,27.08,38.68
3014,Wyoming,56,2014,2014,February,2,585,26.92,38.63
3015,Wyoming,56,2014,2014,March,3,628,27.29,38.7
3016,Wyoming,56,2014,2014,April,4,669,27.07,38.75
3017,Wyoming,56,2014,2014,May,5,641,27.32,38.71
3018,Wyoming,56,2014,2014,June,6,633,27.08,38.55
3019,Wyoming,56,2014,2014,July,7,738,27.21,38.73
3020,Wyoming,56,2014,2014,August,8,711,27.27,38.35
3021,Wyoming,56,2014,2014,September,9,617,27.27,38.61
3022,Wyoming,56,2014,2014,October,10,677,27.2,38.53
3023,Wyoming,56,2014,2014,November,11,557,27.31,38.77
3024,Wyoming,56,2014,2014,December,12,616,27.29,38.56
3025,Wyoming,56,2015,2015,January,1,582,27.55,38.7
3026,Wyoming,56,2015,2015,February,2,585,27.23,38.69
3027,Wyoming,56,2015,2015,March,3,700,27.42,38.74
3028,Wyoming,56,2015,2015,April,4,621,27.76,38.7
3029,Wyoming,56,2015,2015,May,5,710,27.23,38.68
3030,Wyoming,56,2015,2015,June,6,688,26.9,38.76
3031,Wyoming,56,2015,2015,July,7,686,27.64,38.67
3032,Wyoming,56,2015,2015,August,8,665,27.57,38.91
3033,Wyoming,56,2015,2015,September,9,631,27.58,38.85
3034,Wyoming,56,2015,2015,October,10,656,28.04,38.67
3035,Wyoming,56,2015,2015,November,11,580,27.23,38.79
3036,Wyoming,56,2015,2015,December,12,661,27.54,38.71
3037,Wyoming,56,2016,2016,January,1,628,27.18,38.58
3038,Wyoming,56,2016,2016,February,2,547,27.62,38.7
3039,Wyoming,56,2016,2016,March,3,672,27.9,38.4
3040,Wyoming,56,2016,2016,April,4,644,27.93,38.8
3041,Wyoming,56,2016,2016,May,5,636,27.81,38.58
3042,Wyoming,56,2016,2016,June,6,691,27.64,38.61
3043,Wyoming,56,2016,2016,July,7,632,27.96,38.58
3044,Wyoming,56,2016,2016,August,8,632,27.71,38.66
3045,Wyoming,56,2016,2016,September,9,628,27.93,38.67
3046,Wyoming,56,2016,2016,October,10,578,27.87,38.78
3047,Wyoming,56,2016,2016,November,11,530,27.81,38.62
3048,Wyoming,56,2016,2016,December,12,568,27.61,38.48
3049,Wyoming,56,2017,2017,January,1,536,27.53,38.63
3050,Wyoming,56,2017,2017,February,2,531,27.83,38.39
3051,Wyoming,56,2017,2017,March,3,587,27.76,38.63
3052,Wyoming,56,2017,2017,April,4,573,27.61,38.64
3053,Wyoming,56,2017,2017,May,5,659,27.91,38.56
3054,Wyoming,56,2017,2017,June,6,596,28.07,38.55
3055,Wyoming,56,2017,2017,July,7,600,27.88,38.54
3056,Wyoming,56,2017,2017,August,8,611,27.85,38.72
3057,Wyoming,56,2017,2017,September,9,540,27.89,38.64
3058,Wyoming,56,2017,2017,October,10,564,27.7,38.78
3059,Wyoming,56,2017,2017,November,11,560,28.34,38.66
3060,Wyoming,56,2017,2017,December,12,546,28.02,38.42
